Strike,Dip,Rake,P,SV,SH,SH/SV,P/SV,P/SH,source
40,20,-100,0.175467012033,3.05307273042,3.87393691227,1.26886492866,0.0574722672946,0.0452942358139,S0173ab_DWAK_10.csv
45,20,-100,0.0994122122472,2.84276541619,4.00755309027,1.40973752791,0.0349702482241,0.0248062121719,S0173ab_DWAK_10.csv
50,20,-90,0.170629050093,2.96841301007,3.74634496733,1.26206998643,0.0574815733235,0.045545472075,S0173ab_DWAK_10.csv
50,20,0,0.845306884886,1.65594838963,2.27587544695,1.37436375506,0.510466926493,0.37142053886,S0173ab_DWAK_10.csv
50,20,90,0.170629050093,2.96841301007,3.74634496733,1.26206998643,0.0574815733235,0.045545472075,S0173ab_DWAK_10.csv
50,80,45,0.873115414481,1.46246392589,2.05393827452,1.40443688091,0.597016718857,0.425093307483,S0173ab_DWAK_10.csv
50,90,45,0.698412634256,2.36299371531,2.97120841449,1.25739158561,0.295562628767,0.235060129357,S0173ab_DWAK_10.csv
110,20,-90,0.631919992317,1.76034433842,2.30628628576,1.3101336116,0.358975217816,0.273998937694,S0173ab_DWAK_10.csv
110,20,90,0.631919992317,1.76034433842,2.30628628576,1.3101336116,0.358975217816,0.273998937694,S0173ab_DWAK_10.csv
110,90,0,0.263772499024,1.89715249979,2.68012958648,1.41271172812,0.139036002142,0.0984178154499,S0173ab_DWAK_10.csv
112,20,-90,0.649888507025,1.78011761174,2.20388472926,1.23805568504,0.365081780405,0.294883166255,S0173ab_DWAK_10.csv
112,20,90,0.649888507025,1.78011761174,2.20388472926,1.23805568504,0.365081780405,0.294883166255,S0173ab_DWAK_10.csv
112,20,100,0.510797075606,1.77977962646,2.6004066479,1.46108350114,0.287000181377,0.196429691494,S0173ab_DWAK_10.csv
112,60,45,0.343270352254,3.04617198862,4.3663865506,1.43340118907,0.112689090943,0.0786165742028,S0173ab_DWAK_10.csv
112,80,0,0.12334160524,1.84773228604,2.76238784511,1.49501519564,0.0667529631707,0.0446503576455,S0173ab_DWAK_10.csv
112,90,0,0.283041767497,2.03574443408,2.50084071963,1.22846496729,0.139036002142,0.113178646395,S0173ab_DWAK_10.csv
115,0,45,0.923808270593,0.93382209458,1.38921458054,1.48766514371,0.989276518467,0.664986016945,S0173ab_DWAK_10.csv
115,20,100,0.540968713311,1.80036922309,2.46643497333,1.36996064013,0.30047653913,0.21933224235,S0173ab_DWAK_10.csv
115,60,45,0.293704206812,3.25455599979,4.30264586717,1.32203774261,0.0902440169508,0.0682613015059,S0173ab_DWAK_10.csv
115,80,0,0.152960430981,2.03772119896,2.51119592108,1.23235500635,0.075064454872,0.0609113887517,S0173ab_DWAK_10.csv
125,70,-100,0.149594381876,3.22112258888,4.0744588568,1.26491890463,0.0464416915994,0.0367151533821,S0173ab_DWAK_10.csv
125,70,-90,0.137744370462,2.87634841878,3.80239100761,1.32195077021,0.0478886248839,0.0362257248628,S0173ab_DWAK_10.csv
125,70,90,0.137744370462,2.87634841878,3.80239100761,1.32195077021,0.0478886248839,0.0362257248628,S0173ab_DWAK_10.csv
125,70,100,0.121709066054,2.44417785749,3.41478943176,1.39711167962,0.0497955030896,0.0356417484844,S0173ab_DWAK_10.csv
125,80,45,0.431408843312,3.06359172035,3.8187057011,1.24647996524,0.140817994919,0.112972529721,S0173ab_DWAK_10.csv
125,90,45,0.671231989925,2.30084072701,3.24161727409,1.40888382061,0.291733357309,0.207067007968,S0173ab_DWAK_10.csv
130,70,100,0.187099601071,2.62529368013,3.36182038073,1.28055021279,0.0712680651642,0.0556542527207,S0173ab_DWAK_10.csv
140,45,0,0.16229705545,1.49295417264,1.83311984247,1.22784736201,0.108708665292,0.0885359765846,S0173ab_DWAK_10.csv
140,80,-90,0.587681300204,2.26294627035,3.15980429045,1.39632316147,0.259697416551,0.185986613785,S0173ab_DWAK_10.csv
140,80,90,0.587681300204,2.26294627035,3.15980429045,1.39632316147,0.259697416551,0.185986613785,S0173ab_DWAK_10.csv
150,0,-100,0.923808270593,0.93382209458,1.38921458054,1.48766514371,0.989276518467,0.664986016945,S0173ab_DWAK_10.csv
150,0,45,0.935370874981,0.945510034374,1.22563236154,1.29626584275,0.989276518467,0.763174100433,S0173ab_DWAK_10.csv
150,80,100,0.644993266163,2.07953956838,2.66761975362,1.28279345783,0.310161574212,0.241786058635,S0173ab_DWAK_10.csv
150,90,-100,0.899461717959,1.26012600625,1.70931688058,1.35646504565,0.713787124066,0.526211218164,S0173ab_DWAK_10.csv
160,0,-90,0.923808270593,0.93382209458,1.38921458054,1.48766514371,0.989276518467,0.664986016945,S0173ab_DWAK_10.csv
160,0,90,0.923808270593,0.93382209458,1.38921458054,1.48766514371,0.989276518467,0.664986016945,S0173ab_DWAK_10.csv
160,80,0,0.177652348556,1.61204140974,2.1446944993,1.33042146829,0.11020334061,0.0828334052305,S0173ab_DWAK_10.csv
160,90,-90,0.923808270593,0.93382209458,1.38921458054,1.48766514371,0.989276518467,0.664986016945,S0173ab_DWAK_10.csv
160,90,90,0.923808270593,0.93382209458,1.38921458054,1.48766514371,0.989276518467,0.664986016945,S0173ab_DWAK_10.csv
50,45,45,0.895509216852,0.998803965343,2.21347276585,2.21612332615,0.89658155947,0.404572051063,S0173ab_DWAK_10.csv
112,20,45,0.985725421467,1.14998464439,0.192622195469,0.167499797853,0.857163985865,5.11740310645,S0173ab_DWAK_10.csv
115,20,45,0.983131944944,1.23552290872,0.36734166132,0.297316754492,0.795721340339,2.67634207732,S0173ab_DWAK_10.csv
155,20,0,0.26956975969,0.331004492561,2.89674743774,8.75138405322,0.814399096533,0.0930594625467,S0173ab_DWAK_10.csv
155,90,-100,0.929148077356,1.24562289169,1.28654039459,1.03284902933,0.745930476677,0.722206688004,S0173ab_DWAK_10.csv
160,20,0,0.212172814608,0.283016595087,2.8789514886,10.1723769509,0.749683298758,0.0736979471341,S0173ab_DWAK_10.csv
160,90,-100,0.950634215798,1.21352076467,0.863766706984,0.711785683553,0.783368726336,1.10056825311,S0173ab_DWAK_10.csv
40,60,45,0.962891329173,0.486054913334,1.52844542642,3.14459412813,1.98103404113,0.629980837084,S0173ab_DWAK_10.csv
40,70,100,0.699187427023,2.69937105574,1.29158413154,0.478475950461,0.259018642708,0.541340985808,S0173ab_DWAK_10.csv
45,70,-90,0.789318642655,2.13142870331,1.23973311853,0.581644188523,0.370323737045,0.636684324114,S0173ab_DWAK_10.csv
45,70,90,0.789318642655,2.13142870331,1.23973311853,0.581644188523,0.370323737045,0.636684324114,S0173ab_DWAK_10.csv
45,80,45,0.907048042687,1.48586096018,1.40375998323,0.944745181984,0.610452839798,0.646156076198,S0173ab_DWAK_10.csv
50,45,0,0.806575444796,2.47232898055,1.35063831023,0.546302017593,0.326241147979,0.597180931926,S0173ab_DWAK_10.csv
50,70,-100,0.857336979004,1.50444659401,1.40634763015,0.934793987201,0.569868669594,0.609619528363,S0173ab_DWAK_10.csv
110,0,0,0.907864375029,0.917705371635,1.58461761507,1.72671716223,0.989276518467,0.572923313735,S0173ab_DWAK_10.csv
112,0,45,0.906243005578,0.916066426992,1.60297822848,1.74984933543,0.989276518467,0.565349540921,S0173ab_DWAK_10.csv
112,45,100,0.466697986124,3.04718768791,0.789704327706,0.259158413786,0.153156954518,0.590978129093,S0173ab_DWAK_10.csv
130,20,-90,0.777415880904,2.08279370736,1.33656246782,0.641716202185,0.373256303856,0.581653233291,S0173ab_DWAK_10.csv
130,20,90,0.777415880904,2.08279370736,1.33656246782,0.641716202185,0.373256303856,0.581653233291,S0173ab_DWAK_10.csv
140,20,45,0.895309690518,1.879553963,1.40101056077,0.745395231181,0.476341572597,0.639045640046,S0173ab_DWAK_10.csv
140,90,45,0.806575444796,2.47232898055,1.35063831023,0.546302017593,0.326241147979,0.597180931926,S0173ab_DWAK_10.csv
155,0,45,0.907864375029,0.917705371635,1.58461761507,1.72671716223,0.989276518467,0.572923313735,S0173ab_DWAK_10.csv
160,80,-100,0.797392537093,2.93112260088,1.2852614038,0.438487766908,0.272043392812,0.620412730623,S0173ab_DWAK_10.csv
40,20,-90,0.463627017031,2.42282290755,3.26305022847,1.34679683699,0.191358194437,0.142083935143,S0173ab_DWAK_15.csv
40,20,90,0.463627017031,2.42282290755,3.26305022847,1.34679683699,0.191358194437,0.142083935143,S0173ab_DWAK_15.csv
40,45,0,0.838277332678,1.64416356625,2.37589023917,1.44504493831,0.509850327477,0.352826624251,S0173ab_DWAK_15.csv
45,20,100,0.531174024292,2.34603141283,2.98998416235,1.2744859877,0.226413858479,0.177651116344,S0173ab_DWAK_15.csv
45,80,-100,0.823008905915,1.39236357031,1.75703372852,1.26190728197,0.591087646549,0.468408142972,S0173ab_DWAK_15.csv
45,90,45,0.861378821351,1.64317548912,2.06809405698,1.25859597509,0.524215962966,0.416508532794,S0173ab_DWAK_15.csv
50,20,100,0.461323200066,2.21666093732,3.2050802198,1.44590458822,0.208116267264,0.143934993332,S0173ab_DWAK_15.csv
110,60,45,0.224475857588,3.27158179672,4.52663582355,1.38362300099,0.0686138606754,0.0495899971498,S0173ab_DWAK_15.csv
115,45,0,0.334094887781,2.03990695237,3.00664624118,1.47391342419,0.163779474055,0.111118788504,S0173ab_DWAK_15.csv
115,60,0,0.0818344282461,2.26399438668,3.07124644593,1.3565609809,0.0361460384918,0.0266453473164,S0173ab_DWAK_15.csv
115,70,0,0.0905275135597,2.3281874298,2.99771677691,1.2875753638,0.038883258453,0.030198821402,S0173ab_DWAK_15.csv
130,70,-100,0.388061055954,2.6970336983,3.70290111359,1.37295322484,0.143884392768,0.104799195023,S0173ab_DWAK_15.csv
130,90,45,0.838277332678,1.64416356625,2.37589023917,1.44504493831,0.509850327477,0.352826624251,S0173ab_DWAK_15.csv
140,70,-90,0.503169080016,2.49133568729,3.13481094556,1.25828524897,0.201967596171,0.16051018347,S0173ab_DWAK_15.csv
140,70,90,0.503169080016,2.49133568729,3.13481094556,1.25828524897,0.201967596171,0.16051018347,S0173ab_DWAK_15.csv
150,80,-100,0.851860164034,1.51717969139,1.97602756069,1.30243475569,0.561476118399,0.431097309057,S0173ab_DWAK_15.csv
155,0,-100,0.970083795479,0.694553461742,0.885818791079,1.27537884392,1.39670140445,1.0951266842,S0173ab_DWAK_15.csv
155,90,0,0.389272983989,2.07123646749,2.89480247695,1.39762046603,0.187942318561,0.134473072718,S0173ab_DWAK_15.csv
160,80,-90,0.890886088161,1.1942747271,1.57004027164,1.31463911613,0.745964113573,0.567428813294,S0173ab_DWAK_15.csv
160,80,90,0.890886088161,1.1942747271,1.57004027164,1.31463911613,0.745964113573,0.567428813294,S0173ab_DWAK_15.csv
45,60,45,0.956427499873,1.18142648142,1.13470957791,0.9604572064,0.8095531249,0.84288307642,S0173ab_DWAK_15.csv
150,90,45,0.934774574112,1.23377935626,0.357581266875,0.289825944212,0.757651333176,2.61415980283,S0173ab_DWAK_15.csv
150,90,100,0.785421128857,1.02968328922,2.17435930037,2.11167775871,0.762779329411,0.361219568783,S0173ab_DWAK_15.csv
155,90,100,0.833009681614,1.00447586052,1.98651338463,1.97766164694,0.829297860064,0.419332529074,S0173ab_DWAK_15.csv
40,80,-100,0.860793859007,1.51703372763,1.40929128332,0.928978214295,0.567419064804,0.610799108173,S0173ab_DWAK_15.csv
40,80,0,0.632349487519,2.67302133867,1.02069693476,0.381851397888,0.236567317428,0.619527174019,S0173ab_DWAK_15.csv
40,90,45,0.901476143078,1.59891494675,1.37559645778,0.860331226856,0.563804938411,0.655334737146,S0173ab_DWAK_15.csv
45,70,100,0.52806514349,3.43611162945,0.82488092909,0.240062319868,0.153681021002,0.640171356699,S0173ab_DWAK_15.csv
50,70,100,0.5061870448,3.23327002109,0.884416307079,0.273536172763,0.156555759803,0.572340243784,S0173ab_DWAK_15.csv
50,90,0,0.516977427659,2.75072390091,0.940634288276,0.341958815992,0.187942318561,0.549605127203,S0173ab_DWAK_15.csv
110,0,45,0.914499528608,0.654756647123,1.50672677511,2.30120118937,1.39670140445,0.606944499637,S0173ab_DWAK_15.csv
112,0,0,0.91630572725,0.656049835943,1.49108364225,2.27282069221,1.39670140445,0.614523358238,S0173ab_DWAK_15.csv
112,20,-100,0.670014512693,2.50901031604,1.20310369112,0.479513250078,0.267043347096,0.55690504288,S0173ab_DWAK_15.csv
125,20,-90,0.635732060661,2.77486185288,1.00951592636,0.363807634356,0.229104039901,0.629739505896,S0173ab_DWAK_15.csv
125,20,90,0.635732060661,2.77486185288,1.00951592636,0.363807634356,0.229104039901,0.629739505896,S0173ab_DWAK_15.csv
140,90,0,0.516977427659,2.75072390091,0.940634288276,0.341958815992,0.187942318561,0.549605127203,S0173ab_DWAK_15.csv
150,70,45,0.627135372819,3.58855796811,1.05612617961,0.294303781351,0.174759716407,0.593807240958,S0173ab_DWAK_15.csv
155,0,-90,0.914499528608,0.654756647123,1.50672677511,2.30120118937,1.39670140445,0.606944499637,S0173ab_DWAK_15.csv
155,0,90,0.914499528608,0.654756647123,1.50672677511,2.30120118937,1.39670140445,0.606944499637,S0173ab_DWAK_15.csv
155,80,-100,0.89234250514,1.5040952697,1.53073462831,1.0177112176,0.59327525531,0.582950492289,S0173ab_DWAK_15.csv
155,90,-90,0.914499528608,0.654756647123,1.50672677511,2.30120118937,1.39670140445,0.606944499637,S0173ab_DWAK_15.csv
155,90,90,0.914499528608,0.654756647123,1.50672677511,2.30120118937,1.39670140445,0.606944499637,S0173ab_DWAK_15.csv
160,70,-100,0.750784448987,3.16951504708,1.38088786524,0.435677964838,0.236876758064,0.543696898125,S0173ab_DWAK_15.csv
160,90,45,0.895753245611,0.728448510906,1.55136761301,2.12968739696,1.2296726978,0.577395865492,S0173ab_DWAK_15.csv
115,20,-100,0.68740064243,2.61085891774,1.04331704639,0.399606826434,0.26328524983,0.658860741142,S0173ab_DWAK_25.csv
45,20,-90,0.383754569734,2.31275263333,3.45613450622,1.49438139489,0.16592979474,0.111035773938,S0173ab_DWAK_65.csv
45,20,90,0.383754569734,2.31275263333,3.45613450622,1.49438139489,0.16592979474,0.111035773938,S0173ab_DWAK_65.csv
40,0,0,0.658062975553,2.368540853,3.58422878897,1.51326449971,0.277834758357,0.183599601001,S0173ab_EH45TcoldCrust1b_10.csv
40,90,100,0.657732691765,2.32449743952,3.15354807254,1.35665801085,0.282956943975,0.208569102685,S0173ab_EH45TcoldCrust1b_10.csv
45,0,-90,0.687016920528,2.47275367773,3.45696326305,1.39802168497,0.277834758357,0.198734226618,S0173ab_EH45TcoldCrust1b_10.csv
45,0,0,0.72068286141,2.59392620877,3.29547486492,1.2704582165,0.277834758357,0.218688623324,S0173ab_EH45TcoldCrust1b_10.csv
45,0,90,0.687016920528,2.47275367773,3.45696326305,1.39802168497,0.277834758357,0.198734226618,S0173ab_EH45TcoldCrust1b_10.csv
45,90,-90,0.687016920528,2.47275367773,3.45696326305,1.39802168497,0.277834758357,0.198734226618,S0173ab_EH45TcoldCrust1b_10.csv
45,90,90,0.687016920528,2.47275367773,3.45696326305,1.39802168497,0.277834758357,0.198734226618,S0173ab_EH45TcoldCrust1b_10.csv
50,20,-100,0.0817328188163,2.77704281055,3.90631199433,1.4066444995,0.0294316020285,0.0209232695532,S0173ab_EH45TcoldCrust1b_10.csv
50,60,-100,0.755409217789,0.60916447906,0.794849209886,1.30481871023,1.24007430465,0.95038053557,S0173ab_EH45TcoldCrust1b_10.csv
50,90,-100,0.688969709471,2.52191968551,3.75272452431,1.48804283732,0.273192565739,0.183591869056,S0173ab_EH45TcoldCrust1b_10.csv
110,60,-100,0.270233931073,2.36279940083,3.15957831097,1.33721817851,0.11437023853,0.0855284802197,S0173ab_EH45TcoldCrust1b_10.csv
110,70,100,0.0292314855817,2.3240467859,3.44637525646,1.48291991253,0.0125778386903,0.0084818057833,S0173ab_EH45TcoldCrust1b_10.csv
112,60,-100,0.240375900154,2.47733347248,3.16987239169,1.27955014006,0.0970300941816,0.0758314122625,S0173ab_EH45TcoldCrust1b_10.csv
